Number	Source	Context	Possessor_animacy	Possessor_length 	Possessum_length 	Final_sibilancy 	Prototypicality	Genitive_type 	Register 
735	NEWS	"pretzel , a bagel and a bun to explain   the   work	of	three   scientists   who  won the 2016 Nobel Prize in physics . ("	Y	2	2	Y	N	0f_gen	LT
736	ACAD	"negations of conscience and practice is necessarily   the   work	of	a   revolutionary   project  . This revolutionary project is by no"	N	3	2	N	N	0f_gen	LT
737	BLOG	"A wonderful landscaping is the main topic of pictures   ,   works	of	art   and   also  sculpture . Having a beautiful scenery obvious out"	N	4	1	N	N	0f_gen	OT
738	WEB	"tropical ? What you 'll get is the ''   stability   ''	of	a   mostly   desert  planet . # You are living in a fantasy"	N	4	1	N	N	0f_gen	OT
739	BLOG	"# Billions of people have agreed about '' this   version   ''	of	God   for   thousands  of years . Perhaps other versions are of"	N	1	2	N	N	0f_gen	OT
740	NEWS	"2017 # By The New York Times # But here on the far western end of the nation's biggest and most rural state, where roads are nearly nonexistent and"	N	6	1	N	Y	0f_gen	LT
741	WEB	"measures to confront any dangers threatening the January 25 revolution, the life and safety of the nation, national unity or standing in the way of state institutions in performing"	N	2	3	N	N	0f_gen	OT
742	NEWS	"By 2010 they took in 31 percent. Over the same period, the slice of the nation's income taken by the bottom half of the population fell to 17"	N	3	2	N	N	0f_gen	LT
743	BLOG	assuming that some of those have decreased and increased in relevance to the general tone of the nation. Your use of the words' conspiracy theorists' is a lowly	N	2	3	N	N	0f_gen	OT
744	WEB	"than 30 trillion gallons of toxic liquid deep into the earth, using broad expanses of the nation's geology as an invisible dumping ground. # No company would be"	N	3	2	N	N	0f_gen	OT
745	NEWS	"he has two goals as a central banker: First, to protect the stability of the nation's financial system so that events such as the stock market crash of"	N	4	2	N	N	0f_gen	LT
746	WEB	"to take a seat in the National Assembly which, therefore, reflected the will of the nation in a statistically significant sense. The National Assembly convened for a day"	N	2	2	N	N	0f_gen	OT
747	ACAD	"Roper. 2014. "" Healthy People 2020: A Report Card on the Health of the Nation. "" Journal of the American Medical Association 311 (24):"	N	2	2	N	N	0f_gen	LT
748	BLOG	"stable to clean it of its detritus and rot. # Talk about a CHANGE of the nation, How in God's name was America once known as the Home"	N	2	2	N	N	0f_gen	OT
749	WEB	"19, near Oakton, Indiana. The corn and soybean belt in the middle of the nation is experiencing one of the worst droughts in more than five decades."	N	2	2	N	Y	0f_gen	OT
750	BLOG	"want something more for nothing. Most of their hourly labor pool in many areas of the nation are barely functional illiterates yet, so many demand wages and benefits of"	N	2	2	N	Y	0f_gen	OT
751	ACAD	", and reconstruct cultural identities. This process has been going on since the founding of the nation, long before multiculturalism was an issue for debate. For African Americans"	N	2	2	N	N	0f_gen	LT
752	BLOG	"and dangerous change in the conduct of the electorate. You object to the conflation of the nation with a few of its citizens. Fair enough, but I'm"	N	2	2	N	N	0f_gen	OT
753	ACAD	"of the South, "" writes Percy, will become "" the virtues and faults of the nation, no more no less "" (80). As such,"	N	2	4	N	N	0f_gen	LT
754	NEWS	"and lower-margin orders will pressure third-quarter earnings. # MONEY SUPPLY FALLS: The measure of the nation's money supply known as M2 fell to a seasonally adjusted $ 3,748.8"	N	4	2	N	N	0f_gen	LT
755	WEB	Federal Reserve System with a wealth of information on economic conditions in virtually every corner of the nation. This information is used by the Federal Open Market Committee (FOMC	N	2	2	N	Y	0f_gen	OT
756	NEWS	"school educators in an unfamiliar and sometimes uncomfortable role. # In Milwaukee, home of the nation's largest voucher program, the public school district loses money for every"	N	5	1	N	N	0f_gen	LT
757	ACAD	"era of village harmony and righteous government, one in which kings ensured the prosperity of the nation by their devotion to Buddhist precepts and the welfare of the people."	N	2	2	N	Y	0f_gen	LT
758	WEB	"Nixon campaign constituted a gross, even potentially illegal, interference in the security affairs of the nation by private individuals. Perhaps aware of the slight feebleness of his"	N	2	3	N	N	0f_gen	OT
759	ACAD	". The Shenandoah Council of Shenandoah, Iowa reported that Catholics had from the beginning of the nation to the present day "" mingled their blood with that of Protestants on"	N	2	2	N	Y	0f_gen	LT
760	ACAD	"a similar context.98 As searchable databases make available more and more access to digitized versions of the nation's historic newspapers, researchers can reach out elsewhere into the country to"	N	4	2	Y	N	0f_gen	LT
761	NEWS	"instance, "" Dr. Goins, 46, said as he navigated the annual meeting of the nation's mathematicians in Baltimore last month. "" But even for myself I"	N	3	3	Y	N	0f_gen	LT
762	BLOG	"the Safe Drinking Water Act. These laws must be updated to ensure the integrity of the nation's water resources, protect the public against new contaminants, help meet"	N	4	2	Y	N	0f_gen	OT
763	ACAD	city were part of a larger movement of urbanization that would transform the very nature of the nation by the mid- twentieth century. As an increasing number of Indians lefttheir	N	2	3	N	N	0f_gen	LT
764	NEWS	"total of 19 points. Two of the five losses came in the final minute of the game. # Derrick Brown, who last week rushed for 105 yards and"	N	2	3	N	Y	0f_gen	LT
765	BLOG	publishing agreement. I can tell you that KP knew full well what the state of the game was at release. I'm probably breaking my NDA by telling you	N	2	2	N	N	0f_gen	OT
766	WEB	"fun toys and the game, but in order to get into all the areas of the game, you must buy more 8 dollar action figures. Most diabolical.The only"	N	2	2	N	N	0f_gen	OT
767	NEWS	"usual. You know, it's the Super Bowl. You know the impact of the game, but everything was the same up until you get to the stadium"	N	2	2	N	N	0f_gen	LT
768	BLOG	"right that wrong. # There isn't much to say about the set up of the game. It's pool, plain and simple. But in order to"	N	2	3	N	N	0f_gen	OT
769	BLOG	's a 60 minute game. We won a couple games on the last play of the game. Take those. Had a game like Jacksonville where we put it	N	2	3	N	N	0f_gen	OT
770	BLOG	tosses endanger spectators? It's a fiasco when you have to alter the rules of the game in order to play a major championship at a certain venue. It	N	2	2	N	N	0f_gen	OT
771	BLOG	to make getting full marks on everything pretty much impossible. # The commission section of the game is also incredibly short. You get to fashion about a dozen pots	N	2	3	N	Y	0f_gen	OT
772	NEWS	"male and female, she is consistently cited by poker Web sites and expert followers of the game as one of the top 10 female players. It is a status"	N	2	2	N	N	0f_gen	LT
773	BLOG	"sorted himself out when he left our guild for bigger game. # The age of the game is a factor, too. The longer the game lives, the"	N	2	2	N	N	0f_gen	OT
774	WEB	"program, the Iranians will respond to escalation with escalation. # If the name of the game is to harm the other side, then both countries can clearly play"	N	2	2	N	N	0f_gen	OT
775	BLOG	"or not these social constructs cause more damage than good. But at this stage of the game it doesn't matter, that debate will go on much ad infinitum"	N	2	2	N	N	0f_gen	OT
776	NEWS	"we don't eat by 2, we're going to miss the first half of the game. "" # What is it about Home that distances us even as"	N	2	3	N	Y	0f_gen	LT
777	BLOG	"may simply be that a perfect storm of coincidences took place and the random nature of the game genuinely did throw a lot of b-bombs at you, and that then"	N	2	3	N	N	0f_gen	OT
778	BLOG	", the game length extends greatly. Players have some control as to the pace of the game -- an icon on the remaining die indicates how far the seasonal clock"	N	2	2	N	N	0f_gen	OT
779	BLOG	"that if you don't kill anyone, or keep kills low, the ending of the game will be brighter. # Can you tell us how many endings there"	N	2	2	N	Y	0f_gen	OT
780	WEB	"the whole game. He keeps his head under pressure situations. In every aspect of the game, he does what his team needs to win. "" # John"	N	2	2	N	Y	0f_gen	OT
781	NEWS	"points early in the game, usually seem to need that point at the end of the game. It happened with the Broncos on Sunday. After cornerback Ray Crockett"	N	2	2	N	Y	0f_gen	LT
782	BLOG	"# "" I was kind of worried that, if that was the final score of the game, it'd be on me. I was just upset, """	N	2	3	N	N	0f_gen	OT
783	NEWS	"playoffs. For a lot of years, Michael would go from the first minute of the game until the 48th trying to school you and every player on the court"	N	2	3	N	Y	0f_gen	LT
784	BLOG	"able to see through the slick recruiting circus almost immediately, digesting the business side of the game in ways that most couldn't. "" Sometimes they brought me in"	N	2	3	N	N	0f_gen	OT
785	WEB	"repeat information to another person even in the same language; the typical botched results of the game "" telephone "" underscore the difficulty of the task. (As an"	N	2	4	N	N	0f_gen	OT
786	NEWS	"misery, while scavenging whatever you can to survive. As much as the point of the game is to escape, you can't help but want to prolong a"	N	2	2	N	N	0f_gen	LT
787	NEWS	"should be considered is absurd, especially when starting pitching is the most important element of the game. The Red Sox are going to the playoffs because of one man"	N	2	4	N	N	0f_gen	LT
788	BLOG	"from the folks who originally brought you Dixit. # The cards are the meat of the game -- providing victory points (referred to as crystals throughout), special"	N	2	2	N	N	0f_gen	OT
789	BLOG	-- a game that's more of a beta than anything. # The premise of the game is simple -- it offers a first-person perspective of someone in a stretch	N	2	2	N	N	0f_gen	OT
790	ACAD	". # Americans are litigators. We are the most litigious people on the face of the earth. The lawyers here know that. On any given day, a"	N	2	2	N	Y	0f_gen	LT
791	ACAD	First team to build a probe that makes it all the way to the center of the earth with a communication system capable of sending real-time sensory data to the surface	N	2	2	N	Y	0f_gen	LT
792	WEB	", messages that would get them Whuffie with people who thought I was the scum of the earth. A popular view, those days. # I got out of"	N	2	2	N	N	0f_gen	OT
793	BLOG	's a notable increase in earthquakes when the moon and sun are on opposite sides of the Earth. That makes intuitive sense -- the moon and sun are pulling the	N	2	2	N	Y	0f_gen	OT
794	WEB	"rather than fundamental physics. # Similarly, if counting SI seconds on the surface of the earth, the number of leap seconds from year 0000 (or 0001)"	N	2	2	N	Y	0f_gen	OT
795	WEB	"said "" fuck it "", flew out of the water, broke the bounds of the earth's atmosphere and set a course for the center of the Sun."	N	3	2	N	N	0f_gen	OT
796	WEB	"saith, it is not in me,.... That is, the deep places of the earth, that are dug in it, the mines, and the like"	N	2	3	N	Y	0f_gen	OT
797	WEB	"day conditions, when it is so easy to communicate with the most distant parts of the earth and to secure a literally universal promulgation of papal acts, the presumption"	N	2	4	N	Y	0f_gen	OT
798	WEB	stated in Gen 1:22 regarding the sea creatures and birds and implied regarding the beasts of the earth in the language of' after their kind' in Gen 1:24-25.	N	2	2	N	N	0f_gen	OT
799	ACAD	to make. # By Lester R. Brown # # Lester R. Brown is president of the Earth Policy Institute. This article is adapted from his recently released book Plan	N	4	1	N	N	0f_gen	LT
800	NEWS	""" First, if there is a better actor or actress living on the face of the Earth than Vanessa Redgrave, I don't know who it is. She"	N	2	2	N	Y	0f_gen	LT
801	NEWS	"around his home. The Arlington National Cemetery began as if it were a salting of the earth. # Now it is much more, of course, and Lee"	N	2	2	N	N	0f_gen	LT
802	BLOG	"some new observations. # Last topic: here's an object about the size of the Earth, and there seems to be "" lots "" of oxygen around."	N	2	2	N	N	0f_gen	OT
803	WEB	seconds in a year (pi x 107) and divide by the surface area of the earth; and the result is the mean global temperature averaged over a full	N	2	3	N	Y	0f_gen	OT
804	BLOG	coming in the clouds to gather his faithful and chosen ones from the four winds of the earth (Mark 13:26-27). # The heart of this powerful apocalyptic device	N	2	3	N	N	0f_gen	OT
805	BLOG	at 3:13 PM on November 17 # justsomebody: nice catch on measuring the size of the Earth. They were able to do that because the Sun was directly overhead	N	2	2	N	N	0f_gen	OT
806	WEB	"the coals which he makes use of for that purpose, dug from the bowels of the earth, and brought to him perhaps by a long sea and a long"	N	2	2	N	N	0f_gen	OT
807	BLOG	does not try to justify her Black slave for justice and equality among the nations of the earth. America made us into nothing and she used us to mock us	N	2	2	N	N	0f_gen	OT
808	WEB	"the dust of the earth; so that if a man could number the dust of the earth, then your descendants also could be numbered "" (13:14 -- 16"	N	2	2	N	N	0f_gen	OT
809	ACAD	"almost 318 times the mass of the Earth. It is 11.18 times the diameter of the Earth, and if it were hollow, you could pack 1,397 Earths inside"	N	2	2	N	N	0f_gen	LT
810	WEB	"carbon dioxide and other trace gases. Without a natural greenhouse effect, the temperature of the Earth would be about zero degrees F (-18C) instead of its present"	N	2	2	N	N	0f_gen	OT
811	WEB	"well-known Elseworlds comic, Superman: Red Son has a slight difference in the rotation of the Earth as the "" nail "", so Superman lands in the Soviet Union"	N	2	2	N	N	0f_gen	OT
812	NEWS	"some of which contain cooked wheat berries or rice, the grains symbolizing the rebirth of the earth in the spring. Most notable among these is the Pastiera Napoletana,"	N	2	2	N	N	0f_gen	LT
813	ACAD	First team to build a probe that makes it all the way to the center of the earth with a communication system capable of sending real-time sensory data to the surface	N	2	2	N	Y	0f_gen	LT
814	WEB	", messages that would get them Whuffie with people who thought I was the scum of the earth. A popular view, those days. # I got out of"	N	2	2	N	N	0f_gen	OT
815	WEB	"saith, it is not in me,.... That is, the deep places of the earth, that are dug in it, the mines, and the like"	N	2	3	N	Y	0f_gen	OT
816	WEB	"day conditions, when it is so easy to communicate with the most distant parts of the earth and to secure a literally universal promulgation of papal acts, the presumption"	N	2	4	N	Y	0f_gen	OT
817	NEWS	"and community events, Mr. Tall is a grass-roots advocate for self-sufficiency and the importance of growing fresh organic produce at home, even if you live in the city."	N	4	2	N	N	0f_gen	LT
818	ACAD	"surrounding EDENs # Understanding the importance of EDENs for ecology begins with understanding the importance of distributing measurements across space. First, testing relationships across multiple sites and regions is"	N	2	2	N	N	0f_gen	LT
819	ACAD	"within the PRI and of the outgoing President himself. In effect, the importance of public opinion to elections, as it is generally understood in the United States for"	N	2	2	N	N	0f_gen	LT
820	ACAD	had an important point in mind. The only point I see is the importance of true revisions. But how do these revisions fit within the specification relation in contrast	N	2	2	Y	N	0f_gen	LT
821	ACAD	"1980's, where the rate is somewhat higher. The findings demonstrate the importance of drilling down to specific disciplines in order to better understand retention of engineers. Overall"	N	5	2	Y	N	0f_gen	LT
822	ACAD	and those in the practice setting require the practitioner to make judgments about the importance of these differences. Various sources of evidence could inform these judgments. The practitioner could	N	2	2	Y	N	0f_gen	LT
823	WEB	Vietnamese in the United States. # The case of the Vietnamese illustrates the importance of Texas as a point of access even for members of these more distant national-origin groups	N	1	2	Y	N	0f_gen	OT
824	NEWS	"first Latin American pontiff, Francis may also try to discuss with Trump the importance of issues facing that region. # "" Really, right now, the crisis in"	N	1	2	N	N	0f_gen	LT
825	NEWS	"New York Times article in 1996, suggested that she may have overstated the importance of the physical form of cities. # "" Sometimes big, ugly high-rise towers work"	N	5	2	Y	N	0f_gen	LT
826	NEWS	"of law.... A Unified Germany # On Germany, I emphasized the importance of a unified Germany being in NATO, seeing this as a prescription for longterm stability"	N	3	2	N	N	0f_gen	LT
827	WEB	"but agrees with it. # 12:22 p.m.: Andres is impassioned about the importance of the farm bill, and suggests that a smart policy is basically preventative medicine,"	N	3	2	N	N	0f_gen	OT
828	NEWS	"Anderson said it will be important for the district to show the community the importance of high school athletics. He cited studies that showed decreased drug use, increased attendance"	N	3	2	Y	N	0f_gen	LT
829	ACAD	"4-year college (Oakes, Gamoran, &; Page, 1992). The importance of persistence in high school mathematics was demonstrated by Trusty and Niles (2003),"	N	1	2	Y	N	0f_gen	LT
830	ACAD	et al. A qualitative study of quality of life after stroke: the importance of social relationships. J Rehabil Med 2008; 40: 518-23. Galvin RD Researching	N	2	2	Y	N	0f_gen	LT
831	NEWS	""" # As head of Pantone, Eiseman wants the public to know the importance of color -- how it permeates almost every aspect of life and the meaning it holds"	N	1	2	N	N	0f_gen	LT
832	ACAD	's disease and autoimmune rheumatic disorders may share a common aetiology and stress the importance of following these patients for several years to diagnose autoimmune disorders early as prognosis and management	N	3	2	Y	N	0f_gen	LT
833	WEB	"collision course. Federal spending will decrease in the coming years, yet the importance of boosting our nation's science and economic competitiveness can not be overstated. How do"	N	7	2	Y	N	0f_gen	OT
834	ACAD	"in improved reading fluency when compared with the control condition, perhaps reflecting the importance of vocabulary knowledge in the reading of science text. Science text contains a large number"	N	2	2	N	N	0f_gen	LT
835	BLOG	"sharing my own story in the hopes that it will help others understand the importance of becoming an ally. # When I was three years old, my mother left"	N	3	2	N	N	0f_gen	OT
836	ACAD	"alcohol and drug field has matured greatly, a difficulty remains in understanding the importance of systems of care, rather than individual agencies, in understanding the interface between research"	N	3	2	N	N	0f_gen	LT
837	ACAD	. Following these sections will be a discussion of the field test. The Importance of Music # Young people frequently define themselves to an extraordinary degree by the kind of	N	1	2	N	N	0f_gen	LT
838	ACAD	"Making the Most of Open-Ended Prompts # Teachers have become increasingly aware of the importance of presenting open-ended prompts. However, given recent data on the absence of child talk"	N	3	2	Y	N	0f_gen	LT
839	ACAD	"advocacy. In addition to emphasizing systemic needs, the participants believed in the importance of a CDSCP and in their abilities to implement it (school counselor self-efficacy)."	N	2	2	N	N	0f_gen	LT
840	WEB	acids in as perfect a ratio to meet human nutritional needs. # The importance of hemp seed nutrients to human health can not be fully appreciated without some understanding of	N	3	2	Y	N	0f_gen	OT
841	WEB	"photographers using large cameras and those using small cameras and try to examine the importance of the choice of tools to the photographer. Does the tool drive the idea,"	N	2	2	Y	N	0f_gen	OT
842	NEWS	# Health care providers and their staff need to talk with parents about the importance of immunization and be willing to answer their questions about vaccine risks and benefits. Every	N	1	2	N	N	0f_gen	LT
843	WEB	"to concede that that's true. However, while many people acknowledge the importance of a good breakfast, very few actually partake in the first meal of the day"	N	3	2	N	N	0f_gen	OT
844	ACAD	remittance market in New Zealand. Part HI discusses how Bitcoin works and the importance of its underlying blockchain technology. Part IV looks at how Bitcoin has the potential to	N	4	2	N	N	0f_gen	LT
845	ACAD	", and provide therapeutic challenges. Their pervasive nature and biological significance emphasise the importance of a careful oral examination as part of the general clinical evaluation. # The years"	N	4	2	N	N	0f_gen	LT
846	BLOG	an example to point out how the analytical Sandy Alderson fails to recognize the importance of the human ingredient. Shipping off Beltran and KRod in 2011 was a morale breaker	N	3	2	N	N	0f_gen	OT
847	ACAD	"participants were academically engaged when they found their academic work intellectually challenging. The importance of academic challenge was expressed by Julia, a 27-year-old junior: # I don't"	N	2	2	N	N	0f_gen	LT
848	ACAD	". Conservative management should also include a medication review, and advice on the importance of regular sexual intercourse (every 2-3 days). # NICE provides comprehensive guidelines on"	N	3	2	Y	N	0f_gen	LT
849	WEB	in respect to which the opinions of expositors have been more divided. The importance of the passage Job 19:25-27 has contributed much to the anxiety to understand its meaning -	N	3	2	N	N	0f_gen	OT
850	BLOG	whatever is the mode of transportation. 69 comments to Mikulski on the importance of safety and astronaut destinations # It is a safe bet that as long as astronaut	N	1	2	Y	N	0f_gen	OT
851	ACAD	"of economic problems on the continent on a long-term basis, by downplaying the importance of political integration on the continent, it fails to meet all the requirements for the"	N	5	2	N	N	0f_gen	LT
852	BLOG	"then, which you can read in full here, he talked about the importance of storytellers in education, and said "" It? s scary to think of our"	N	1	2	Y	N	0f_gen	OT
853	WEB	", and After the Interview. -- In Chapter One, Epstein highlights the importance of Creating Right Livelihood in order to craft a satisfying and financially productive career. He"	N	3	2	N	N	0f_gen	OT
854	BLOG	"to emerge from a more distributed network. # "" their ideas about the importance of individual liberty, their suspicion of the state, and a great deal of their"	N	2	2	N	N	0f_gen	OT
855	WEB	"healing. One problem with integrative medicine is that most doctors will acknowledge the importance of the obvious - vitamins, minerals, Omegas, etc... but often do not"	N	2	2	Y	N	0f_gen	OT
856	WEB	neurological disorders is central to the mission of NINDS. This Notice highlights the importance of well-designed preclinical studies as the foundation for translating basic research discoveries into such treatments.	N	3	2	Y	N	0f_gen	OT
857	ACAD	"and I kind of knew what we were getting ourselves into, "" the importance of professional development is obvious and crucial. Penuel's (2006) synthesis of research"	N	2	2	N	N	0f_gen	LT
858	BLOG	"We'll pick up where we left off the last post, discussing the importance of feedback, and then we'll look at the discussions around the Ribbon, Metro"	N	1	2	N	N	0f_gen	OT
859	ACAD	mode. And those of us in the positivist camp should not underestimate the importance of this impact. We are witnessing an influx of intellectual ability unprecedented in the history	N	2	2	N	N	0f_gen	LT
860	ACAD	"these events is lost on no one. In a clear demonstration of the importance of the Games, the newly elected prime minister, Gostas Karamalis, appointed himself culture"	N	2	2	Y	N	0f_gen	LT
861	ACAD	"or family and this may be private or public. With regards to the importance of archival materials and their enduring value, they are preserved and used as evidence of"	N	2	2	Y	N	0f_gen	LT
862	BLOG	"we work. It was also thought that the pronunciation was suggestive of the importance of women's land rights, which has been a major issue in our work since"	N	3	2	Y	N	0f_gen	OT
863	WEB	"(Meanwhile, as Kleck notes, anti-gun control forces wax eloquent about the importance of individual rights and the dangers of overbearing law enforcement officials--complaints that are conspicuous by their"	N	2	2	Y	N	0f_gen	OT
864	WEB	"saying there are no qualitative differences--after the opportunity for economic freedom diminishes--necessarily trivializes the importance of economic freedom. # Philosophically, Obama wants to treat rich people like black people"	N	2	2	N	N	0f_gen	OT
865	ACAD	categories -- below only religious subjects and didactic human figures -- because of the importance of architecture in human life and the difficulty in painting it. (n94) With further	N	1	2	N	N	0f_gen	LT
866	ACAD	"the state. Furthermore, despite a right to possessions doctrine that reflects the importance of individuals' subsistence, the Court declined to distinguish the situation of the individual plaintiffs"	N	2	2	Y	N	0f_gen	LT
867	ACAD	"the wits to run your rightful kingdom "" (44). # The importance of strength is apparent, too. The cardinal virtue of King Helgi, the father"	N	1	2	N	N	0f_gen	LT
868	ACAD	frequently than those who are not highly involved. These finding's reveal the importance of professional organizations as providing a network of fellow school librarians to learn from and share	N	2	2	Y	N	0f_gen	LT
869	WEB	"right solution is developed and delivered for the need, whilst also recognising the importance of local contextual considerations. Box 3. Suggested seven steps from statement of a"	N	3	2	Y	N	0f_gen	OT
870	NEWS	"relocate this year. # Some parents remain skeptical. "" We understand the importance of quality and variety in education and wish Whittle success in launching his school, but"	N	1	2	N	N	0f_gen	LT
871	ACAD	"# A second lesson to be learned from the Proposition 187 battle is the importance of political parties in the immigration controversy. Recent votes in Congress, as well as"	N	2	2	Y	N	0f_gen	LT
872	ACAD	"of aggregate financial assets to the performance of the real economy and stressed the importance of capital market forecasts' being "" macroconsistent "": Long-run growth expectations for financial assets"	N	5	2	Y	N	0f_gen	LT
873	ACAD	". This is a fine sentiment, but it tends to play down the importance of the cultural differences highlighted by Snow, and to ignore the moral and political challenges"	N	3	2	Y	N	0f_gen	LT
874	NEWS	"laws to be broken for him. "" # Simeus tries to downplay the importance of his American consultants. Instead, he talks of team building, transparency, and"	N	3	2	Y	N	0f_gen	LT
875	BLOG	"During demonstrations in 2011 as part of Occupy LA, Durazo spoke about the importance of labor unions and for workers to be treated with respect. "" Men and women"	N	2	2	Y	N	0f_gen	OT
876	WEB	presentation for all important topic areas where debriefing is a primary variable. The importance of a format for reporting data on debriefing in a research context was realized and a	N	2	2	N	N	0f_gen	OT
877	NEWS	"# Makes 9 1/2-cup servings. 71177 # Creative writing teacher Wally Lamb stresses the importance of revision and turns his classroom into a workshop, where students critique each other's"	N	1	2	N	N	0f_gen	LT
878	ACAD	"his or her act of reading, to any interpretive results; thus the importance of interpretation as an elementary tool for explanation must be emphasized. The explanation lies primarily"	N	1	2	N	N	0f_gen	LT
879	ACAD	"mechanics influence collective cell migration in vivo remains unknown. Here we investigated the importance of mechanical cues in the collective migration of the Xenopus laevis neural crest cells, an"	N	2	2	Y	N	0f_gen	LT
880	ACAD	"is an attempt to "" examine the elderly themselves "" and to stress the importance of their personal experience. There is, however, more to it than that."	N	3	2	Y	N	0f_gen	LT
881	ACAD	"side by side, for comparison perhaps, but also to make plain the importance of contiguity, indeed to see what happens when metaphoric connections are inflected and contaminated by"	N	1	2	N	N	0f_gen	LT
882	WEB	"that you can easily void with stress and/or poor sleep. # Given the importance of sleep, unless you are a "" natural "" and rarely get a bad night"	N	1	2	N	N	0f_gen	OT
883	ACAD	"the teachings of Ramtha. "" 61 # Dr. Harris's testimony also illustrates the importance of altered states of consciousness (ASC) and their posited consequences in terms of delusional"	N	4	2	Y	N	0f_gen	LT
884	ACAD	". "" Another commented, "" the tapes also helped me to understand the importance of precise and clearcut instructions. "" A third student felt the the tapes were beneficial"	N	4	2	Y	N	0f_gen	LT
885	ACAD	"of physics and chemistry. If self-organizing mechanisms are intrinsic properties, then the importance of natural selection to the evolutionary process would be drastically decreased. However, as we"	N	2	2	N	N	0f_gen	LT
886	BLOG	". # Many science policy advocates in Washington, DC, further note the importance of quick and respected appointments to senior S &T; positions. One long-time science-policy watcher reflected"	N	4	2	Y	N	0f_gen	OT
887	ACAD	"Like wuxia stars, Lee, and Chan, Sing is placed in the center of the frame, his enemies encircling him as he fights them off one-by-one. In"	N	2	2	N	Y	0f_gen	LT
888	NEWS	"size of a coconut, light-gray and gooey. He placed it on the center of a wheel the diameter of a manhole cover. Smith switched on the wheel's"	N	2	2	N	Y	0f_gen	LT
889	BLOG	"3266639 Log jam at the center of current 2013 NFL Draft order # After nine weeks of the season, there is"	N	5	2	N	N	0f_gen	OT
890	WEB	"2007 in the newly rejuvenated Branson Landing district, you will be in the center of the action for your two nights in town. Within walking distance of the historic"	N	2	2	N	N	0f_gen	OT
891	ACAD	"the hill, and I was already doing it. I stepped into the center of the road and waved my arms like a maniac. I saw myself in the"	N	2	2	N	Y	0f_gen	LT
892	ACAD	"does occur. During adolescence, for example, the prefrontal cortex (the center of reasoning and impulse) is still "" a work in progress "" (PBS,"	N	3	2	Y	N	0f_gen	LT
893	ACAD	"he used the notoriously jammed Oj? l? gba traffic junction at the center of the city as the core of confusion not only in the city, and in"	N	2	2	N	Y	0f_gen	LT
894	ACAD	"ethical standards and from where those standards come. Because student-athletes are often the center of ethical controversies, it is important to investigate whether student-athlete beliefs are consistent with the"	N	2	2	Y	N	0f_gen	LT
895	ACAD	"power in their favor.11 In this sense, religion is shifting away from the center of the domestic narrative. In time, this may help produce a less Islamist government"	N	3	2	N	N	0f_gen	LT
896	NEWS	and even flow beneath the balmy Caribbean Sea. Now Antarctica is at the center of an ominous inadvertent global experiment. The ozone layer has thinned drastically over the southern	N	5	2	N	N	0f_gen	LT
897	WEB	"the fat spine of stars going down the middle of the firmament, the center of the galaxy. The sight reminded him of a story he had read, about"	N	2	2	N	Y	0f_gen	OT
898	BLOG	"flooding in Florida, North Carolina and Virginia, these impacts occurring despite the center of circulation being so far offshore, an indication of Sandy's exceptional size and potency"	N	1	2	N	Y	0f_gen	OT
899	ACAD	"of the humans, those who at any point are sitting silent in the center of the circle, listening to the other beings. # We hear you, fellow-creatures"	N	2	2	N	Y	0f_gen	LT
900	WEB	"is true, We need to re-elect bush to begin deploying troops to the center of the Earth to retrieve HIDDEN weapons of mass destruction. As Bush would say,"	N	2	2	N	Y	0f_gen	OT
901	NEWS	", or until the top is deep brown and a toothpick inserted near the center of the cake comes out clean. # Let cake rest in pan at room temperature"	N	2	2	N	Y	0f_gen	LT
902	ACAD	"Figure 2, Center Image has been checked which positions the image at the center of the sheet. The preferred procedure is to resize the image to the desired print"	N	2	2	N	Y	0f_gen	LT
903	NEWS	"from a small farming community to a highly populated community and will become the center of the Greater Houston metropolitan area within the next 20 years, "" Hegar said."	N	5	2	N	Y	0f_gen	LT
904	WEB	"The teacher's role changes as well. The teacher is no longer the center of attention as the dispenser of information, but rather plays the role of facilitator,"	N	1	2	N	N	0f_gen	OT
905	BLOG	year too. # DL # Jay Ratliff is a reliable clog in the center of the Cowboys' 3-4 defensive scheme. The Cowboys also feature former Brown Kenyon Coleman	N	5	2	N	N	0f_gen	OT
906	BLOG	"high density urban development paid for by your tax dollars right there in the center of your town. This is a global governance plan, it is designed to create"	N	2	2	N	N	0f_gen	OT
907	BLOG	"set mostly in Warsaw in 1937, with the French military attache at the center of a complex cast of characters. Furst is the master of atmospherics, of recapturing"	N	5	2	Y	N	0f_gen	OT
908	WEB	"I have a very, very famous friend. My friend is at the center of a whirlwind of activity, publicity, and the production of potential income-generating activities."	N	4	2	N	N	0f_gen	OT
909	WEB	"pretty wonderful to read a book that's set in MY world. The center of the story is an Alternate Reality Game, or ARG, and many of the"	N	2	2	N	N	0f_gen	OT
910	BLOG	"thin clouds illuminated by moonlight and many bright stars were visible. In the center of the scene was a wide volcanic pit, maybe 8 feet across, and flames"	N	2	2	N	Y	0f_gen	OT
911	NEWS	"the verve that, to some, once made it the center of the center of the world. A New Business Hub # Even as New York City reels from"	N	2	2	N	Y	0f_gen	LT
912	ACAD	"directly below it they call Crucero, which is also considered to be the center of the village of Mismanay. It is marked by the intersection of the two main"	N	4	2	N	Y	0f_gen	LT
